,name,label
0,0_1,0
1,0_2,0
2,0_6,0
3,0_11,0
4,0_12,0
5,0_13,0
6,0_14,0
7,0_16,0
8,0_18,0
9,0_19,0
10,0_20,0
11,0_24,0
12,0_26,0
13,0_28,0
14,0_29,0
15,0_33,1
16,0_34,1
17,0_38,1
18,0_39,1
19,0_42,1
20,0_43,1
21,0_45,1
22,0_46,1
23,0_47,1
24,0_48,1
25,0_55,1
26,0_57,1
27,0_61,2
28,0_62,2
29,0_63,2
30,0_64,2
31,0_66,2
32,0_68,2
33,0_69,2
34,0_70,2
35,0_71,2
36,0_76,2
37,0_77,2
38,0_80,2
39,0_81,2
40,0_82,2
41,0_83,2
42,0_84,2
43,0_88,2
44,0_89,2
45,0_90,3
46,0_91,3
47,0_92,3
48,0_93,3
49,0_99,3
50,0_100,3
51,0_101,3
52,0_103,3
53,0_106,3
54,0_108,3
55,0_110,3
56,0_111,3
57,0_112,3
58,0_113,3
59,0_116,3
60,0_117,3
61,0_118,3
62,0_121,4
63,0_123,4
64,0_124,4
65,0_128,4
66,0_129,4
67,0_130,4
68,0_133,4
69,0_134,4
70,0_137,4
71,0_139,4
72,0_140,4
73,0_142,4
74,0_144,4
75,0_146,4
76,0_147,4
77,0_152,5
78,0_153,5
79,0_154,5
80,0_155,5
81,0_156,5
82,0_157,5
83,0_160,5
84,0_162,5
85,0_163,5
86,0_166,5
87,0_172,5
88,0_173,5
89,0_175,5
90,0_177,5
91,0_178,5
92,0_179,5
93,0_180,6
94,0_184,6
95,0_185,6
96,0_186,6
97,0_189,6
98,0_191,6
99,0_192,6
100,0_193,6
101,0_200,6
102,0_202,6
103,0_203,6
104,0_204,6
105,0_206,6
106,0_208,6
107,0_211,7
108,0_212,7
109,0_213,7
110,0_214,7
111,0_215,7
112,0_216,7
113,0_218,7
114,0_220,7
115,0_221,7
116,0_224,7
117,0_226,7
118,0_230,7
119,0_233,7
120,0_239,7
121,0_241,8
122,0_244,8
123,0_245,8
124,0_246,8
125,0_247,8
126,0_248,8
127,0_253,8
128,0_257,8
129,0_261,8
130,0_263,8
131,0_264,8
132,0_267,8
133,0_269,8
134,0_274,9
135,0_276,9
136,0_278,9
137,0_279,9
138,0_281,9
139,0_284,9
140,0_285,9
141,0_290,9
142,0_291,9
143,0_292,9
144,0_293,9
145,0_294,9
146,0_295,9
147,0_296,9
148,0_297,9
149,0_299,9
