,name,label
0,0_21,1
1,0_24,1
2,0_42,4
3,0_43,4
4,0_48,4
5,0_49,4
6,0_50,8
7,0_56,5
8,0_60,8
9,0_61,5
10,0_62,6
11,0_66,5
12,0_67,6
13,0_90,8
14,0_93,6
15,0_98,6
16,0_117,9
17,0_123,9
18,0_127,9
19,0_132,9
20,0_140,9
21,0_159,9
22,0_170,11
23,0_174,12
24,0_194,11
25,0_195,12
26,0_197,11
27,0_224,11
28,0_225,11
29,0_229,11
30,0_233,15
31,0_234,15
32,0_235,14
33,0_239,15
34,0_250,13
35,0_255,15
36,0_257,13
37,0_259,14
38,0_265,16
39,0_267,15
40,0_273,14
41,0_281,15
42,0_286,16
43,0_293,16
44,0_298,14
