,name,label
0,1_0,3
1,1_1,4
2,1_2,2
3,1_3,4
4,1_4,2
5,1_5,4
6,1_6,2
7,1_7,4
8,1_8,2
9,1_9,4
10,1_10,2
11,1_11,4
12,1_12,2
13,1_13,4
14,1_14,2
15,1_15,4
16,1_16,2
17,1_17,4
18,1_18,2
19,1_19,4
20,1_20,2
21,1_21,4
22,1_22,2
23,1_23,4
24,1_24,2
25,1_25,4
26,1_26,2
27,1_27,4
28,1_28,2
29,1_29,4
30,1_30,2
31,1_31,4
32,1_32,1
33,1_33,4
34,1_34,0
35,1_35,4
36,1_36,4
37,1_37,4
38,1_38,4
39,1_39,4
40,1_40,4
41,1_41,4
42,1_42,4
43,1_43,4
44,1_44,4
45,1_45,4
46,1_46,4
47,1_47,4
48,1_48,4
49,1_49,4
50,1_50,8
51,1_51,5
52,1_52,6
53,1_53,6
54,1_54,7
55,1_55,10
56,1_56,9
57,1_57,9
58,1_58,9
59,1_59,9
60,1_60,9
61,1_61,10
62,1_62,9
63,1_63,9
64,1_64,9
65,1_65,9
66,1_66,9
67,1_67,10
68,1_68,9
69,1_69,9
70,1_70,9
71,1_71,9
72,1_72,9
73,1_73,10
74,1_74,9
75,1_75,9
76,1_76,9
77,1_77,9
78,1_78,9
79,1_79,10
80,1_80,9
81,1_81,9
82,1_82,9
83,1_83,9
84,1_84,9
85,1_85,10
86,1_86,9
87,1_87,9
88,1_88,9
89,1_89,9
90,1_90,9
91,1_91,10
92,1_92,9
93,1_93,9
94,1_94,9
95,1_95,9
96,1_96,9
97,1_97,10
98,1_98,9
99,1_99,9
100,1_100,9
101,1_101,9
102,1_102,9
103,1_103,10
104,1_104,9
105,1_105,9
106,1_106,9
107,1_107,9
108,1_108,9
109,1_109,10
110,1_110,9
111,1_111,9
112,1_112,9
113,1_113,9
114,1_114,9
115,1_115,10
116,1_116,9
117,1_117,9
118,1_118,9
119,1_119,9
120,1_120,9
121,1_121,10
122,1_122,9
123,1_123,9
124,1_124,9
125,1_125,9
126,1_126,9
127,1_127,10
128,1_128,9
129,1_129,9
130,1_130,9
131,1_131,9
132,1_132,9
133,1_133,10
134,1_134,9
135,1_135,9
136,1_136,9
137,1_137,9
138,1_138,9
139,1_139,10
140,1_140,9
141,1_141,9
142,1_142,9
143,1_143,9
144,1_144,9
145,1_145,12
146,1_146,11
147,1_147,11
148,1_148,11
149,1_149,11
150,1_150,11
151,1_151,11
152,1_152,16
153,1_153,14
154,1_154,15
155,1_155,15
156,1_156,15
157,1_157,14
158,1_158,13
159,2_0,3
160,2_1,4
161,2_2,2
162,2_3,4
163,2_4,1
164,2_5,4
165,2_6,1
166,2_7,4
167,2_8,1
168,2_9,4
169,2_10,1
170,2_11,4
171,2_12,1
172,2_13,4
173,2_14,1
174,2_15,4
175,2_16,1
176,2_17,4
177,2_18,1
178,2_19,4
179,2_20,1
180,2_21,4
181,2_22,1
182,2_23,4
183,2_24,1
184,2_25,4
185,2_26,1
186,2_27,4
187,2_28,1
188,2_29,4
189,2_30,1
190,2_31,4
191,2_32,1
192,2_33,4
193,2_34,0
194,2_35,4
195,2_36,4
196,2_37,4
197,2_38,4
198,2_39,4
199,2_40,4
200,2_41,4
201,2_42,4
202,2_43,4
203,2_44,4
204,2_45,4
205,2_46,4
206,2_47,4
207,2_48,4
208,2_49,4
209,2_50,8
210,2_51,5
211,2_52,6
212,2_53,6
213,2_54,7
214,2_55,10
215,2_56,9
216,2_57,9
217,2_58,9
218,2_59,9
219,2_60,9
220,2_61,12
221,2_62,11
222,2_63,11
223,2_64,11
224,2_65,11
225,2_66,11
226,2_67,11
227,2_68,12
228,2_69,11
229,2_70,11
230,2_71,11
231,2_72,11
232,2_73,11
233,2_74,11
234,2_75,12
235,2_76,11
236,2_77,11
237,2_78,11
238,2_79,11
239,2_80,11
240,2_81,11
241,2_82,12
242,2_83,11
243,2_84,11
244,2_85,11
245,2_86,11
246,2_87,11
247,2_88,11
248,2_89,12
249,2_90,11
250,2_91,11
251,2_92,11
252,2_93,11
253,2_94,11
254,2_95,11
255,2_96,12
256,2_97,11
257,2_98,11
258,2_99,11
259,2_100,11
260,2_101,11
261,2_102,11
262,2_103,12
263,2_104,11
264,2_105,11
265,2_106,11
266,2_107,11
267,2_108,11
268,2_109,11
269,2_110,12
270,2_111,11
271,2_112,11
272,2_113,11
273,2_114,11
274,2_115,11
275,2_116,11
276,2_117,12
277,2_118,11
278,2_119,11
279,2_120,11
280,2_121,11
281,2_122,11
282,2_123,11
283,2_124,12
284,2_125,11
285,2_126,11
286,2_127,11
287,2_128,11
288,2_129,11
289,2_130,11
290,2_131,12
291,2_132,11
292,2_133,11
293,2_134,11
294,2_135,11
295,2_136,11
296,2_137,11
297,2_138,12
298,2_139,11
299,2_140,11
300,2_141,11
301,2_142,11
302,2_143,11
303,2_144,11
304,2_145,12
305,2_146,11
306,2_147,11
307,2_148,11
308,2_149,11
309,2_150,11
