,name,label
0,0_2,0
1,0_3,0
2,0_6,0
3,0_11,0
4,0_17,0
5,0_18,0
6,0_21,0
7,0_23,0
8,0_24,0
9,0_25,0
10,0_26,0
11,0_28,0
12,0_34,1
13,0_37,1
14,0_39,1
15,0_40,1
16,0_42,1
17,0_43,1
18,0_45,1
19,0_46,1
20,0_48,1
21,0_49,1
22,0_50,1
23,0_51,1
24,0_53,1
25,0_54,1
26,0_55,1
27,0_56,1
28,0_60,2
29,0_61,2
30,0_62,2
31,0_66,2
32,0_67,2
33,0_68,2
34,0_71,2
35,0_74,2
36,0_75,2
37,0_77,2
38,0_79,2
39,0_83,2
40,0_84,2
41,0_87,2
42,0_88,2
43,0_89,2
44,0_90,3
45,0_93,3
46,0_95,3
47,0_96,3
48,0_97,3
49,0_98,3
50,0_99,3
51,0_101,3
52,0_102,3
53,0_104,3
54,0_106,3
55,0_107,3
56,0_108,3
57,0_114,3
58,0_115,3
59,0_117,3
60,0_119,3
61,0_123,4
62,0_127,4
63,0_129,4
64,0_132,4
65,0_134,4
66,0_138,4
67,0_139,4
68,0_140,4
69,0_145,4
70,0_149,4
71,0_153,5
72,0_154,5
73,0_156,5
74,0_159,5
75,0_161,5
76,0_163,5
77,0_166,5
78,0_167,5
79,0_168,5
80,0_170,5
81,0_171,5
82,0_174,5
83,0_176,5
84,0_178,5
85,0_182,6
86,0_184,6
87,0_185,6
88,0_186,6
89,0_192,6
90,0_193,6
91,0_194,6
92,0_195,6
93,0_197,6
94,0_200,6
95,0_207,6
96,0_209,6
97,0_211,7
98,0_213,7
99,0_215,7
100,0_219,7
101,0_220,7
102,0_221,7
103,0_224,7
104,0_225,7
105,0_227,7
106,0_229,7
107,0_232,7
108,0_233,7
109,0_234,7
110,0_235,7
111,0_236,7
112,0_238,7
113,0_239,7
114,0_240,8
115,0_241,8
116,0_243,8
117,0_248,8
118,0_249,8
119,0_250,8
120,0_251,8
121,0_253,8
122,0_255,8
123,0_257,8
124,0_259,8
125,0_263,8
126,0_264,8
127,0_265,8
128,0_266,8
129,0_267,8
130,0_269,8
131,0_270,9
132,0_272,9
133,0_273,9
134,0_274,9
135,0_278,9
136,0_280,9
137,0_281,9
138,0_283,9
139,0_286,9
140,0_287,9
141,0_288,9
142,0_289,9
143,0_290,9
144,0_292,9
145,0_293,9
146,0_294,9
147,0_296,9
148,0_298,9
149,0_299,9
