,name,label
0,0_3,3
1,0_7,3
2,0_11,2
3,0_13,2
4,0_29,1
5,0_30,0
6,0_35,0
7,0_41,4
8,0_65,8
9,0_74,7
10,0_84,7
11,0_89,7
12,0_91,5
13,0_94,7
14,0_98,6
15,0_99,7
16,0_109,9
17,0_113,9
18,0_127,9
19,0_131,9
20,0_140,9
21,0_144,9
22,0_155,9
23,0_161,11
24,0_173,11
25,0_174,12
26,0_175,11
27,0_176,11
28,0_184,11
29,0_193,11
30,0_203,11
31,0_209,12
32,0_215,11
33,0_230,16
34,0_241,15
35,0_245,14
36,0_254,15
37,0_256,14
38,0_259,14
39,0_266,14
40,0_271,13
41,0_281,15
42,0_284,14
43,0_289,15
44,0_293,16
