,name,label
0,0_1,0
1,0_3,0
2,0_4,0
3,0_6,0
4,0_10,2
5,0_12,2
6,0_13,0
7,0_15,2
8,0_17,0
9,0_19,7
10,0_20,2
11,0_21,3
12,0_23,3
13,0_24,3
14,0_25,3
15,0_26,7
16,0_28,4
17,0_34,8
18,0_36,7
19,0_39,2
20,0_40,5
21,0_42,8
22,0_43,1
23,0_45,5
24,0_46,5
25,0_48,5
26,0_49,1
27,0_50,4
28,0_51,5
29,0_53,5
30,0_54,5
31,0_55,4
32,0_56,1
33,0_57,8
34,0_59,7
35,0_61,5
36,0_62,4
37,0_63,1
38,0_66,7
39,0_71,6
40,0_72,7
41,0_74,3
42,0_77,7
43,0_81,7
44,0_83,7
45,0_84,3
46,0_87,3
47,0_89,5
48,0_93,7
49,0_95,5
50,0_96,1
51,0_98,1
52,0_101,1
53,0_102,5
54,0_104,8
55,0_107,9
56,0_111,7
57,0_114,1
58,0_115,1
59,0_116,1
60,0_117,1
61,0_119,9
62,0_120,4
63,0_122,5
64,0_123,1
65,0_126,9
66,0_130,5
67,0_134,1
68,0_136,9
69,0_138,9
70,0_141,9
71,0_142,9
72,0_148,9
73,0_149,4
74,0_150,9
75,0_151,4
76,0_152,4
77,0_154,1
78,0_156,7
79,0_159,9
80,0_160,4
81,0_162,1
82,0_165,1
83,0_166,1
84,0_168,9
85,0_170,9
86,0_172,1
87,0_173,9
88,0_174,4
89,0_176,9
90,0_177,4
91,0_178,4
92,0_180,5
93,0_182,1
94,0_185,9
95,0_188,9
96,0_191,9
97,0_192,9
98,0_195,1
99,0_199,9
