,name,label
0,0_2,0
1,0_3,0
2,0_4,0
3,0_5,0
4,0_6,0
5,0_7,0
6,0_9,0
7,0_10,0
8,0_11,0
9,0_12,0
10,0_13,0
11,0_14,0
12,0_18,0
13,0_20,0
14,0_23,0
15,0_24,0
16,0_25,0
17,0_28,0
18,0_29,0
19,0_30,1
20,0_35,1
21,0_37,1
22,0_41,1
23,0_42,1
24,0_44,1
25,0_45,1
26,0_48,1
27,0_53,1
28,0_54,1
29,0_57,1
30,0_64,2
31,0_65,2
32,0_66,2
33,0_67,2
34,0_69,2
35,0_71,2
36,0_74,2
37,0_77,2
38,0_79,2
39,0_84,2
40,0_85,2
41,0_89,2
42,0_90,3
43,0_91,3
44,0_93,3
45,0_94,3
46,0_98,3
47,0_99,3
48,0_101,3
49,0_103,3
50,0_104,3
51,0_106,3
52,0_109,3
53,0_112,3
54,0_113,3
55,0_114,3
56,0_115,3
57,0_117,3
58,0_118,3
59,0_120,4
60,0_122,4
61,0_126,4
62,0_127,4
63,0_128,4
64,0_130,4
65,0_131,4
66,0_133,4
67,0_134,4
68,0_140,4
69,0_141,4
70,0_142,4
71,0_144,4
72,0_145,4
73,0_147,4
74,0_151,5
75,0_152,5
76,0_153,5
77,0_154,5
78,0_155,5
79,0_156,5
80,0_157,5
81,0_159,5
82,0_160,5
83,0_161,5
84,0_163,5
85,0_164,5
86,0_166,5
87,0_169,5
88,0_170,5
89,0_171,5
90,0_172,5
91,0_173,5
92,0_174,5
93,0_175,5
94,0_176,5
95,0_178,5
96,0_179,5
97,0_180,6
98,0_181,6
99,0_182,6
100,0_184,6
101,0_188,6
102,0_191,6
103,0_192,6
104,0_193,6
105,0_194,6
106,0_199,6
107,0_201,6
108,0_203,6
109,0_204,6
110,0_205,6
111,0_209,6
112,0_214,7
113,0_215,7
114,0_219,7
115,0_222,7
116,0_224,7
117,0_225,7
118,0_227,7
119,0_228,7
120,0_230,7
121,0_232,7
122,0_235,7
123,0_236,7
124,0_240,8
125,0_241,8
126,0_243,8
127,0_245,8
128,0_246,8
129,0_253,8
130,0_254,8
131,0_256,8
132,0_259,8
133,0_266,8
134,0_271,9
135,0_272,9
136,0_273,9
137,0_278,9
138,0_279,9
139,0_281,9
140,0_282,9
141,0_283,9
142,0_284,9
143,0_285,9
144,0_286,9
145,0_289,9
146,0_293,9
147,0_296,9
148,0_297,9
149,0_298,9
