,name,label
0,0_5,3
1,0_16,2
2,0_25,1
3,0_31,0
4,0_38,0
5,0_61,5
6,0_65,8
7,0_67,6
8,0_78,6
9,0_83,6
10,0_84,7
11,0_102,9
12,0_103,9
13,0_108,9
14,0_109,9
15,0_115,9
16,0_118,10
17,0_126,9
18,0_132,9
19,0_134,9
20,0_142,10
21,0_154,10
22,0_163,11
23,0_166,11
24,0_177,11
25,0_180,11
26,0_196,11
27,0_200,11
28,0_201,11
29,0_203,11
30,0_211,11
31,0_213,11
32,0_215,11
33,0_217,11
34,0_225,11
35,0_227,11
36,0_229,11
37,0_241,15
38,0_248,15
39,0_251,16
40,0_254,15
41,0_257,13
42,0_284,14
43,0_286,16
44,0_297,15
