,name,label
0,0_1,0
1,0_2,4
2,0_5,6
3,0_6,0
4,0_7,8
5,0_10,2
6,0_11,0
7,0_12,2
8,0_14,2
9,0_16,8
10,0_18,2
11,0_19,7
12,0_20,2
13,0_24,3
14,0_25,3
15,0_26,7
16,0_28,4
17,0_29,8
18,0_33,7
19,0_34,8
20,0_35,2
21,0_37,7
22,0_41,4
23,0_42,8
24,0_45,5
25,0_46,5
26,0_47,3
27,0_48,5
28,0_61,5
29,0_63,1
30,0_64,4
31,0_65,1
32,0_69,7
33,0_71,6
34,0_74,3
35,0_76,7
36,0_77,7
37,0_80,2
38,0_81,7
39,0_82,8
40,0_83,7
41,0_84,3
42,0_88,7
43,0_89,5
44,0_90,8
45,0_91,7
46,0_92,6
47,0_93,7
48,0_99,1
49,0_100,1
50,0_101,1
51,0_102,5
52,0_105,9
53,0_110,4
54,0_111,7
55,0_112,1
56,0_113,8
57,0_116,1
58,0_118,7
59,0_119,9
60,0_120,4
61,0_121,1
62,0_123,1
63,0_124,9
64,0_127,5
65,0_128,4
66,0_130,5
67,0_134,1
68,0_138,9
69,0_140,1
70,0_143,5
71,0_144,4
72,0_147,1
73,0_148,9
74,0_153,9
75,0_154,1
76,0_155,1
77,0_157,1
78,0_158,9
79,0_163,9
80,0_167,1
81,0_168,9
82,0_170,9
83,0_171,1
84,0_173,9
85,0_175,5
86,0_176,9
87,0_177,4
88,0_180,5
89,0_181,9
90,0_182,1
91,0_184,1
92,0_185,9
93,0_186,9
94,0_187,9
95,0_188,9
96,0_189,1
97,0_190,9
98,0_191,9
99,0_199,9
