,name,label
0,0_4,3
1,0_11,2
2,0_12,2
3,0_18,2
4,0_27,1
5,0_29,1
6,0_51,5
7,0_58,6
8,0_59,7
9,0_70,8
10,0_73,6
11,0_78,6
12,0_80,8
13,0_88,6
14,0_90,8
15,0_95,8
16,0_105,9
17,0_106,10
18,0_110,9
19,0_122,9
20,0_123,9
21,0_127,9
22,0_139,9
23,0_147,9
24,0_164,11
25,0_167,12
26,0_176,11
27,0_184,11
28,0_185,11
29,0_189,11
30,0_191,11
31,0_213,11
32,0_217,11
33,0_220,11
34,0_221,11
35,0_228,11
36,0_229,11
37,0_242,14
38,0_248,15
39,0_251,16
40,0_266,14
41,0_275,15
42,0_293,16
43,0_297,15
44,0_299,13
