,name,label
0,0_0,6
1,0_1,0
2,0_2,4
3,0_3,0
4,0_5,6
5,0_6,0
6,0_8,0
7,0_9,0
8,0_10,2
9,0_11,0
10,0_12,2
11,0_13,0
12,0_14,2
13,0_17,0
14,0_20,2
15,0_23,3
16,0_24,3
17,0_25,3
18,0_27,7
19,0_28,4
20,0_29,8
21,0_30,5
22,0_35,2
23,0_36,7
24,0_41,4
25,0_42,8
26,0_44,1
27,0_45,5
28,0_48,5
29,0_53,5
30,0_54,5
31,0_57,8
32,0_59,7
33,0_62,4
34,0_64,4
35,0_65,1
36,0_66,7
37,0_71,6
38,0_77,7
39,0_78,7
40,0_79,5
41,0_82,8
42,0_85,1
43,0_89,5
44,0_92,6
45,0_94,1
46,0_98,1
47,0_100,1
48,0_106,5
49,0_108,1
50,0_109,1
51,0_111,7
52,0_112,1
53,0_113,8
54,0_115,1
55,0_118,7
56,0_119,9
57,0_122,5
58,0_123,1
59,0_126,9
60,0_128,4
61,0_130,5
62,0_131,1
63,0_133,4
64,0_134,1
65,0_137,9
66,0_140,1
67,0_141,9
68,0_142,9
69,0_143,5
70,0_146,9
71,0_147,1
72,0_149,4
73,0_154,1
74,0_156,7
75,0_157,1
76,0_158,9
77,0_159,9
78,0_160,4
79,0_163,9
80,0_165,1
81,0_166,1
82,0_169,4
83,0_171,1
84,0_172,1
85,0_173,9
86,0_174,4
87,0_175,5
88,0_176,9
89,0_178,4
90,0_179,9
91,0_180,5
92,0_181,9
93,0_182,1
94,0_184,1
95,0_187,9
96,0_188,9
97,0_192,9
98,0_193,4
99,0_199,9
