,name,label
0,0_3,0
1,0_4,0
2,0_5,6
3,0_6,0
4,0_8,0
5,0_12,2
6,0_13,0
7,0_14,2
8,0_15,2
9,0_17,0
10,0_22,8
11,0_23,3
12,0_24,3
13,0_25,3
14,0_27,7
15,0_30,5
16,0_31,6
17,0_34,8
18,0_38,7
19,0_40,5
20,0_41,4
21,0_42,8
22,0_43,1
23,0_45,5
24,0_46,5
25,0_47,3
26,0_51,5
27,0_53,5
28,0_57,8
29,0_58,7
30,0_61,5
31,0_63,1
32,0_64,4
33,0_67,8
34,0_70,3
35,0_71,6
36,0_72,7
37,0_73,6
38,0_74,3
39,0_77,7
40,0_78,7
41,0_82,8
42,0_83,7
43,0_86,4
44,0_87,3
45,0_89,5
46,0_92,6
47,0_95,5
48,0_100,1
49,0_101,1
50,0_102,5
51,0_103,5
52,0_105,9
53,0_109,1
54,0_114,1
55,0_115,1
56,0_118,7
57,0_120,4
58,0_121,1
59,0_122,5
60,0_126,9
61,0_128,4
62,0_130,5
63,0_132,1
64,0_133,4
65,0_134,1
66,0_135,9
67,0_139,1
68,0_140,1
69,0_143,5
70,0_144,4
71,0_145,1
72,0_146,9
73,0_153,9
74,0_155,1
75,0_156,7
76,0_158,9
77,0_159,9
78,0_160,4
79,0_161,4
80,0_162,1
81,0_163,9
82,0_165,1
83,0_168,9
84,0_170,9
85,0_171,1
86,0_173,9
87,0_175,5
88,0_178,4
89,0_179,9
90,0_180,5
91,0_181,9
92,0_182,1
93,0_183,9
94,0_187,9
95,0_190,9
96,0_192,9
97,0_193,4
98,0_196,9
99,0_197,5
